Constantini y Asoc. S.A.
Nocerino Cereales SRL
Cribelco SRL
LBO SA
Barrientos y Cia. S.A.
Agrobrokers SRL
Cia.Agraria SA
Sola Cereales SA
Roagro SRL
Argencer SRL
Campos y Negocios SA
Siuffe Luis Abraham
Bantle Culasso SA
Walter Poncio & Cia.SRL
Toneladas
La Concepcion SA
Olicer Cereales SA
Puertos SRL
Coop.Agrop.Acopiadores Ltda
Mariscotti SRL
Agromar SRL
Mercado Interno SA
Sebastian Grimaldi SA
Torti Hnos.SRL
Ricardo Testa
